policy_id,policy_region,country,object_scope,policy_status,start_year,end_year,collection_rate_floor,li_recovery_efficiency_floor,recycled_content_li_min,traceability_requirement,battery_passport_requirement,epr_strength,storage_deployment_target_gwh,ev_sales_target,domestic_content_pressure,hazardous_transport_penalty,source_basis,source_url,notes,Year,iso3,continent,effective_object_scope
EU_BATT_REG_EV_2036,EU,Austria,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,AUT,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Belgium,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,BEL,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Belgium,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,BEL,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Belgium,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,BEL,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Bulgaria,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,BGR,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Bulgaria,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,BGR,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Bulgaria,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,BGR,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Cyprus,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,CYP,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Cyprus,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,CYP,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Cyprus,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,CYP,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Czechia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,CZE,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Czechia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,CZE,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Czechia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,CZE,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Germany,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,DEU,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Germany,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,DEU,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Germany,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,DEU,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Denmark,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,DNK,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Denmark,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,DNK,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Denmark,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,DNK,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Spain,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,ESP,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Spain,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,ESP,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Spain,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,ESP,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Estonia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,EST,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Estonia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,EST,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Estonia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,EST,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Finland,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,FIN,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Finland,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,FIN,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Finland,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,FIN,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,France,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,FRA,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,France,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,FRA,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,France,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,FRA,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Greece,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,GRC,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Greece,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,GRC,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Greece,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,GRC,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Croatia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,HRV,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Croatia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,HRV,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Croatia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,HRV,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Hungary,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,HUN,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Hungary,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,HUN,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Hungary,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,HUN,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Ireland,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,IRL,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Ireland,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,IRL,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Ireland,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,IRL,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Italy,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,ITA,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Italy,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,ITA,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Italy,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,ITA,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Lithuania,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,LTU,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Lithuania,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,LTU,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Lithuania,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,LTU,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Luxembourg,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,LUX,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Luxembourg,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,LUX,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Luxembourg,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,LUX,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Latvia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,LVA,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Latvia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,LVA,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Latvia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,LVA,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Malta,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,MLT,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Malta,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,MLT,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Malta,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,MLT,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Netherlands,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,NLD,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Netherlands,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,NLD,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Netherlands,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,NLD,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Poland,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,POL,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Poland,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,POL,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Poland,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,POL,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Portugal,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,PRT,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Portugal,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,PRT,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Portugal,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,PRT,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Romania,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,ROM,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Romania,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,ROM,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Romania,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,ROM,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Slovakia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,SVK,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Slovakia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,SVK,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Slovakia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,SVK,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Slovenia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,SVN,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Slovenia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,SVN,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Slovenia,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,SVN,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Sweden,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2040,SWE,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Sweden,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2045,SWE,Europe,ev_power_battery
EU_BATT_REG_EV_2036,EU,Sweden,ev_power_battery,in_force,2036,2050,,0.8,0.12,0.9,1.0,0.9,,,0.4,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU Batteries Regulation second-stage recycled lithium content from 2036.,2050,SWE,Europe,ev_power_battery
EU_BATT_REG_STORAGE_2027,EU,Austria,stationary_storage_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU industrial battery rules are used as the closest policy proxy for stationary storage batteries.,2027,AUT,Europe,stationary_storage_battery
EU_BATT_REG_STORAGE_2027,EU,Austria,stationary_storage_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU industrial battery rules are used as the closest policy proxy for stationary storage batteries.,2030,AUT,Europe,stationary_storage_battery
EU_BATT_REG_STORAGE_2027,EU,Belgium,stationary_storage_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU industrial battery rules are used as the closest policy proxy for stationary storage batteries.,2027,BEL,Europe,stationary_storage_battery
EU_BATT_REG_STORAGE_2027,EU,Belgium,stationary_storage_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU industrial battery rules are used as the closest policy proxy for stationary storage batteries.,2030,BEL,Europe,stationary_storage_battery
EU_BATT_REG_STORAGE_2027,EU,Bulgaria,stationary_storage_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU industrial battery rules are used as the closest policy proxy for stationary storage batteries.,2027,BGR,Europe,stationary_storage_battery
EU_BATT_REG_STORAGE_2027,EU,Bulgaria,stationary_storage_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU industrial battery rules are used as the closest policy proxy for stationary storage batteries.,2030,BGR,Europe,stationary_storage_battery
EU_BATT_REG_STORAGE_2027,EU,Cyprus,stationary_storage_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU industrial battery rules are used as the closest policy proxy for stationary storage batteries.,2027,CYP,Europe,stationary_storage_battery
EU_BATT_REG_STORAGE_2027,EU,Cyprus,stationary_storage_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU industrial battery rules are used as the closest policy proxy for stationary storage batteries.,2030,CYP,Europe,stationary_storage_battery
EU_BATT_REG_STORAGE_2027,EU,Czechia,stationary_storage_battery,in_force,2027,2030,,0.5,,0.8,0.6,0.8,,,0.3,0.3,regulation,https://eur-lex.europa.eu/eli/reg/2023/1542/oj/eng,EU industrial battery rules are used as the closest policy proxy for stationary storage batteries.,2027,CZE,Europe,stationary_storage_battery
